,authors,book_format,cur_price,isbn13,old_price,pages,product_dimensions,publication_date,publisher,title
2395,Margaret Atwood ,Hardcover,$18.87,9780385543781,$28.95,416.0,6.2 x 1.2 x 9.2 inches,09/10/19,Nan A. Talese,The Testaments: A Novel
2396,Amy Harmon ,Paperback,$10.37,9781503904590,$14.95,416.0,5.5 x 1 x 8.2 inches,03/01/19,Lake Union Publishing,What the Wind Knows
2397,Octavia E. Butler ,Paperback,$10.87,9780807083697,$16.00,264.0,5.4 x 0.7 x 8 inches,01/012003,Beacon Press,Kindred
2398,Wizards RPG Team ,Hardcover,$20.36,9780786965649,$29.95,96.0,8.5 x 0.6 x 11.2 inches,08/19/14,Wizards of the Coast; 5th Edition edition,Hoard of the Dragon Queen (D&D Adventure)
2399,Wizards RPG Team ,Hardcover,$33.96,9780786966004,$49.95,256.0,8.5 x 0.7 x 11.1 inches,09/06/16,Wizards of the Coast,Storm King's Thunder (Dungeons & Dragons)
2400,Brandon Mull and Brandon Dorman ,Paperback,$24.99,9781442429772,$44.99,2512.0,5.1 x 5.2 x 7.6 inches,10/04/11,Aladdin; Boxed Set edition,Fablehaven Complete Set (Boxed Set): Fablehaven; Rise of the Evening Star; Grip of the Shadow Plague; Secrets of the Dragon Sanctuary; Keys to the Demon Prison
2401,Wizards RPG Team ,Hardcover,$26.49,9780786965786,$49.95,255.0,8.5 x 0.7 x 11.1 inches,04/07/15,Wizards of the Coast,Princes of the Apocalypse (D&D Accessory)
2402,Nintendo ,Hardcover,$28.02,9781506706382,$39.99,328.0,9.3 x 1 x 12.2 inches,06/19/18,Dark Horse Books,The Legend of Zelda Encyclopedia
2403,Brian Azzarello and Lee Bermejo ,Hardcover,$26.99,9781401291402,$29.99,192.0,6.6 x 10.8 inches,09/10/19,DC Black Label,Batman: Damned
2404,Matthew K. Manning and Alex Irvine ,Hardcover,$22.89,9781465453570,$40.00,368.0,10.2 x 1.2 x 12.1 inches,10/25/16,DK; New edition,DC Comics Encyclopedia All-New Edition: The Definitive Guide to the Characters of the DC Universe
2405,Wizards RPG Team ,Game,$22.49,9780786966721,$24.99,,5.2 x 2.2 x 3.6 inches,02/05/19,Wizards of the Coast; 5th edition edition,Dungeons & Dragons Spellbook Cards: Monsters 0-5 (D&D Accessory)
2406,Yukito Kishiro ,Hardcover,$20.39,9781632365989,$29.99,430.0,7.2 x 1.1 x 10.3 inches,11/21/17,Kodansha Comics; Deluxe edition,Battle Angel Alita Deluxe Edition 1
2407,Nintendo ,Hardcover,$24.45,9781506703350,$39.99,427.0,9.3 x 1.6 x 12.3 inches,02/21/17,Dark Horse Books; Nintendo (Created by) edition,The Legend of Zelda: Art & Artifacts
2408,Brandon Sanderson ,Mass Market Paperback,$7.98,9780765365279,$9.99,,4.1 x 2 x 6.8 inches,05/24/11,Tor Fantasy; First edition,The Way of Kings
2409,Michael Shea ,Paperback,$15.52,9781726631822,$19.99,94.0,8.5 x 0.2 x 11 inches,12/08/18,Independently published,Return of the Lazy Dungeon Master
2410,"Patrick Thorpe, Michael Gombos, et al. ",Hardcover,$25.94,9781616550417,$34.99,280.0,9.3 x 1 x 12.2 inches,01/29/13,Dark Horse Books; 5th Printing edition,The Legend of Zelda: Hyrule Historia
2411,Dmitry Glukhovsky ,Paperback,$17.99,9781539930723,$19.99,502.0,6 x 1.3 x 9 inches,12/01/16,CreateSpace Independent Publishing Platform; 1 edition,METRO 2035. English language edition. (METRO by Dmitry Glukhovsky) (Volume 3)
2412,Shelly Becker and Eda Kaban ,Hardcover,$10.48,9781454913948,$14.95,40.0,8.6 x 0.4 x 11 inches,09/06/16,Sterling Children's Books,Even Superheroes Have Bad Days
2413,Deston J. Munden and Paul Martin ,Paperback,$14.18,9781795562584,$15.99,445.0,6 x 1.1 x 9 inches,03/24/19,Independently published,Tavern (Dargath Chronicles)
2414,Wizards RPG Team ,Hardcover,$23.38,9780786965656,$29.95,96.0,8.5 x 0.5 x 11.2 inches,11/04/14,Wizards of the Coast,The Rise of Tiamat (D&D Adventure)
2415,Brian K Vaughan and Fiona Staples ,Hardcover,$44.99,9781534312210,$49.99,504.0,7.2 x 11 inches,06/04/19,Image Comics,Saga Book Three
2416,Wizards RPG Team ,Game,$13.49,9780786966318,$24.99,,9.1 x 2.2 x 12 inches,01/23/18,Wizards of the Coast; Brdgm edition,D&D DUNGEON TILES REINCARNATED: WILDERNESS
2417,"Wolfgang Baur, Dan Dillon, et al. ",Hardcover,$38.23,9781936781928,$49.99,416.0,8.1 x 1.3 x 10.9 inches,10/02/18,Paizo Inc.,Creature Codex
2418,"James L. Sutter , Rob McCreary, et al. ",Hardcover,$40.79,9781601259561,$59.99,528.0,8.7 x 1.1 x 10.9 inches,08/17/17,Paizo Inc.; Brdgm edition,Starfinder Roleplaying Game: Starfinder Core Rulebook
2419,Yukito Kishiro ,Hardcover,$20.39,9781632365996,$29.99,416.0,7.2 x 1 x 10.3 inches,03/06/18,Kodansha Comics; Deluxe edition,Battle Angel Alita Deluxe Edition 2
2420,John Lanchester ,Hardcover,$17.07,9781324001638,$25.95,288.0,6.5 x 1 x 9.6 inches,03/05/19,W. W. Norton & Company,The Wall: A Novel
2421,Ruth Hogan ,Paperback,$12.51,9780062473554,$15.99,288.0,5.3 x 0.6 x 8 inches,11/28/17,William Morrow Paperbacks; Reprint edition,The Keeper of Lost Things: A Novel
2422,Scott Snyder and Jock ,Hardcover,$24.51,9781401294038,$29.99,172.0,6.6 x 10.2 inches,10/22/19,DC Comics,The Batman Who Laughs
2423,"Dungeons & Dragons, Jim Zub , et al. ",Hardcover,$9.33,9781984856425,$12.99,112.0,5.8 x 8.2 inches,07/16/19,Ten Speed Press,Warriors and Weapons: A Young Adventurer's Guide (Dungeons & Dragons Young Adventurer's Guides)
2424,Katherine Arden ,Hardcover,$18.30,9781101885994,$28.00,384.0,6.4 x 1.2 x 9.6 inches,01/08/19,Del Rey; 1st Edition edition,The Winter of the Witch: A Novel (Winternight Trilogy)
2425,Gabriel García Márquez and Gregory Rabassa ,Paperback,$10.88,9781400034710,$14.00,128.0,5.2 x 0.4 x 8 inches,10/07/03,Vintage; Reprint edition,Chronicle of a Death Foretold
2426,Alan Moore and Brian Bolland ,Hardcover,$11.18,9781401216672,$17.99,64.0,7.4 x 0.5 x 11.3 inches,03/19/08,DC Comics; Deluxe edition,"Batman: The Killing Joke, Deluxe Edition"
2427,Tom King ,Paperback,$11.59,9781401288440,$16.99,152.0,6.7 x 0.3 x 10.2 inches,03/26/19,DC Comics,Batman Vol. 9: The Tyrant Wing
2428,Neil Gaiman ,Hardcover,$18.16,9780393609097,$25.95,304.0,5.8 x 1.1 x 8.6 inches,02/07/17,W. W. Norton & Company; 1st edition,Norse Mythology
2429,Sean Murphy ,Paperback,$13.38,9781401279592,$19.99,232.0,6.6 x 0.4 x 10.2 inches,10/09/18,DC Black Label,Batman: White Knight
2430,Patrick Rothfuss ,Paperback,$9.19,9780756411329,$10.99,176.0,5.1 x 0.5 x 8 inches,11/17/15,DAW; Reprint edition,The Slow Regard of Silent Things (Kingkiller Chronicle)
2431,James S. A. Corey ,Paperback,$11.55,9780316217644,$16.99,576.0,6.1 x 1.5 x 9.2 inches,10/24/17,Orbit; Reprint edition,Babylon's Ashes (The Expanse)
2432,Jeff Smith ,Paperback,$24.43,9781888963144,$44.95,1344.0,6.5 x 2.2 x 9 inches,09/01/04,Cartoon Books; Revised edition,Bone: The Complete Cartoon Epic in One Volume
2433,Wizards RPG Team ,Game,$22.49,9780786966301,$24.99,,9.1 x 2.2 x 12 inches,01/23/18,Wizards of the Coast; Brdgm edition,D&D DUNGEON TILES REINCARNATED: DUNGEON
2434,Brandon Sanderson ,Mass Market Paperback,$24.27,9780765365439,$28.97,,4.2 x 3.7 x 6.9 inches,11/03/09,Tor Fantasy; Box edition,"Mistborn Trilogy Boxed Set (Mistborn, The Hero of Ages, & The Well of Ascension)"
2435,Brandon Sanderson ,Mass Market Paperback,$8.99,9780765365286,$9.99,,4.2 x 2.1 x 6.8 inches,03/03/15,Tor Fantasy; Reprint edition,Words of Radiance: Book Two of the Stormlight Archive
2436,Wizards RPG Team ,Game,$14.39,9780786966714,$15.99,,5.2 x 1.3 x 3.6 inches,02/05/19,Wizards of the Coast,Dungeons & Dragons Spellbook Cards: Monsters 6-16 (D&D Accessory)
2437,Jennifer Kemmeter ,Paperback,$13.05,9781943328802,$16.99,88.0,8.5 x 0.2 x 11 inches,10/18/16,Graphic Arts Books,Build It! Volume 1: Make Supercool Models with Your LEGO® Classic Set (Brick Books)
2438,Wolfgang Baur ,Hardcover,$38.10,9781936781560,$49.99,400.0,8.9 x 2.1 x 11.5 inches,11/08/16,Paizo Inc.; Brdgm edition,Tome of Beasts
2439,Wizards RPG Team ,Paperback,$8.45,9780786966189,$9.95,,9.3 x 0.2 x 11.8 inches,06/20/17,Wizards of the Coast; Unbnd edition,D&D Character Sheets
2440,"Sandy Petersen, Lynn Willis, et al. ",Hardcover,$40.61,9781568824307,$54.95,,8.3 x 1.1 x 10.8 inches,05/16/16,Chaosium; 7th ed. edition,Call of Cthulhu Rpg Keeper Rulebook: Horror Roleplaying in the Worlds of H.p. Lovecraft (Call of Cthulhu Roleplaying)
2441,Frank Miller and David Mazzucchelli ,Paperback,$10.19,9780290204890,$14.99,136.0,6.7 x 0.3 x 10.2 inches,01/10/07,DC Comics; Deluxe ed. edition,Batman: Year One
2442,Scott Snyder and Greg Capullo ,Hardcover,$89.51,9781401298845,$125.00,900.0,7.1 x 10.9 inches,10/22/19,DC Comics,Batman by Scott Snyder & Greg Capullo Omnibus Vol. 1
2443,Neal Stephenson ,Hardcover,$22.50,9781596069190,$25.00,104.0,,07/31/19,Subterranean; Deluxe Hardcover edition,Atmosphæra Incognita
2444,Yukito Kishiro ,Hardcover,$20.39,9781632366009,$29.99,436.0,7.2 x 1 x 10.2 inches,04/03/18,Kodansha Comics; Deluxe edition,Battle Angel Alita Deluxe Edition 3
2445,Scott Snyder and Greg Capullo ,Hardcover,$15.75,9781401277321,$29.99,216.0,7.4 x 0.6 x 11.2 inches,06/12/18,DC Comics; Deluxe edition,Dark Nights: Metal: Deluxe Edition
2446,Robert Jordan ,Mass Market Paperback,$8.09,9780812511819,$9.99,,4.2 x 1.4 x 6.8 inches,11/15/90,Tor Fantasy; Reprint edition,"The Eye of the World (The Wheel of Time, Book 1)"
2447,Haruki Murakami and Jay Rubin ,Paperback,$7.96,9780679775430,$17.00,607.0,5.2 x 1.4 x 8 inches,09/01/98,Vintage; 1st Vintage International Ed edition,The Wind-Up Bird Chronicle: A Novel
2448,Dante Alighieri and John Ciardi ,Paperback,$16.53,9780451208637,$21.00,928.0,6 x 1.5 x 9 inches,05/27/03,Berkley; 1 edition,"The Divine Comedy (The Inferno, The Purgatorio, and The Paradiso)"
2449,Frank Miller ,Paperback,$9.82,9781401263119,$19.99,224.0,6.6 x 0.4 x 10.2 inches,02/16/16,DC Comics; Anniversary edition,Batman: The Dark Knight Returns 30th Anniversary Edition
2450,James S. A. Corey ,Paperback,$10.00,9780316129077,$17.00,576.0,6 x 1.5 x 9.2 inches,06/04/13,Orbit; First Edition edition,Abaddon's Gate (The Expanse)
2451,Neal Stephenson ,Paperback,$13.47,9780553380958,$17.00,440.0,5.5 x 1 x 8.2 inches,01/012000,Del Rey,Snow Crash
2452,Pokemon Company International ,Paperback,$16.99,9780744019360,$24.99,720.0,8 x 1 x 10.9 inches,12/12/17,The Pokémon Company International; Pck Pap/Ps edition,Pokémon Ultra Sun & Pokémon Ultra Moon Edition: The Official National Pokédex (Pokemon (Prima Official Guide/Official Pokedex Guide))
2453,Robert A. Heinlein ,Paperback,$8.99,9780441783588,$9.99,263.0,4.2 x 0.9 x 7.6 inches,05/15/87,Ace,Starship Troopers
2454,Neil Gaiman and Colleen Doran ,Hardcover,$12.32,9781506709796,$17.99,64.0,6.6 x 10.2 inches,08/20/19,Dark Horse Books,"Neil Gaiman's Snow, Glass, Apples"
2455,George R. R. Martin ,Mass Market Paperback,$8.28,9780553573428,$9.99,,4.2 x 1.8 x 6.8 inches,03/04/03,Bantam,"A Storm of Swords (A Song of Ice and Fire, Book 3)"
2456,Ursula K. Le Guin ,Mass Market Paperback,$8.99,9780441478125,$9.99,,4.2 x 0.9 x 7.6 inches,01/011987,Ace Books,The Left Hand of Darkness: 50th Anniversary Edition
2457,Jim Starlin and Ron Lim ,Paperback,$20.39,9780785121053,$29.99,400.0,6.6 x 0.6 x 10.2 inches,04/05/06,Marvel,Infinity War
2458,Wizards RPG Team ,Game,$9.88,9780786966530,$12.99,,3.6 x 1.2 x 5.2 inches,10/30/18,Wizards of the Coast,Spellbook Cards: Xanathar's (Dungeons & Drangons)
2459,Critical Role ,Hardcover,$33.58,9781506713847,$39.99,200.0,,11/26/19,Dark Horse Books,Critical Role: The Chronicles of Exandria The Mighty Nein
2460,Running Press ,Paperback,$24.73,9780762459452,$29.95,,4.2 x 4.6 x 8.9 inches,03/22/16,Running Press Adult; Box Toy/Ps edition,Harry Potter: Collectible Quidditch Set - Accessory
2461,"Charles Dixon, J. R. R. Tolkien , et al. ",Paperback,$14.34,9780345445605,$20.00,133.0,6.7 x 0.4 x 10.1 inches,05/29/01,Ballantine Books,The Hobbit (Graphic Novel) with a subtitle of An illustrated edition of the fantasy classic
2462,Hayao Miyazaki ,Hardcover,$50.90,9781421550640,$70.00,1104.0,7.1 x 3.9 x 10.1 inches,11/06/12,VIZ Media LLC; Deluxe edition,Nausicaä of the Valley of the Wind Box Set (Nausicaa of the Valley of the Wind)
2463,Isabel Allende ,Paperback,$10.87,9781501117015,$17.00,496.0,5.3 x 1.4 x 8.2 inches,12/15/15,Atria Books; Reprint edition,The House of the Spirits: A Novel
2464,Yukito Kishiro ,Hardcover,$20.39,9781632366016,$29.99,452.0,7.3 x 1.1 x 10.3 inches,06/26/18,Kodansha Comics; Deluxe edition,Battle Angel Alita Deluxe Edition 4
2465,Andrew Peterson ,Paperback,$6.89,9781400073849,$15.99,304.0,6 x 0.8 x 9 inches,03/18/08,WaterBrook; 1St Edition edition,On the Edge of the Dark Sea of Darkness (The Wingfeather Saga)
2466,Paizo Staff ,Hardcover,$18.56,9781640780415,$39.99,160.0,8.4 x 0.6 x 10.9 inches,08/21/18,Paizo Inc.,Starfinder Roleplaying Game: Armory
2467,James Wyatt ,Hardcover,$25.46,9781974705528,$39.99,240.0,10 x 1.1 x 11.2 inches,01/01/19,Perfect Square,The Art of Magic: The Gathering - Ravnica
2468,J. K. Rowling ,Paperback,$65.00,9781408856772,$259.95,3872.0,9.8 x 5.2 x 8 inches,11/15/14,Educa Books; 1 edition,Harry Potter Box Set: The Complete Collection
2469,Megan Miller ,Hardcover,$15.82,9781634506984,$17.99,176.0,8 x 0.8 x 10 inches,06/16/15,Sky Pony,The Ultimate Unofficial Encyclopedia for Minecrafters: An A - Z Book of Tips and Tricks the Official Guides Don't Teach You
2470,"Jim Shooter , Mike Zeck, et al. ",Paperback,$19.49,9780785158684,$34.99,376.0,6.6 x 0.6 x 10.2 inches,12/28/11,Marvel; 3rd ed. edition,Secret Wars
2471,Kurt Vonnegut ,Paperback,$13.60,9780385333498,$17.00,336.0,5.2 x 0.7 x 8 inches,09/08/98,Dial Press Trade Paperback; Reissue edition,The Sirens of Titan: A Novel
2472,Terry Goodkind ,Hardcover,$20.68,9781250194763,$31.99,560.0,6.5 x 1.8 x 9.3 inches,12/31/18,Tor Books,"Siege of Stone: Sister of Darkness: The Nicci Chronicles, Volume III"
2473,Brian K Vaughan and Fiona Staples ,Hardcover,$33.99,9781632159038,$49.99,464.0,7.4 x 1.1 x 10.9 inches,05/02/17,Image Comics; Deluxe edition,Saga Book Two
2474,Jason Bulmahn ,Paperback,$22.49,9781601258878,$24.99,576.0,6.5 x 1.3 x 8.4 inches,08/23/16,Paizo Publishng Inc.; Reprint edition,Pathfinder Roleplaying Game: Core Rulebook (Pocket Edition)
2475,"Peter J. Tomasi, Joshua Williamson , et al. ",Hardcover,$19.49,9781401277376,$29.99,216.0,7 x 0.5 x 10.5 inches,06/26/18,DC Comics,Dark Nights: Metal: Dark Knights Rising (Dark Nights: Metal: Dark Knight Rising)
2476,Philip Pullman ,Hardcover,$12.82,9780375815300,$22.99,464.0,6.7 x 1.4 x 9.3 inches,10/19/17,Knopf Books for Young Readers; First Edition edition,"The Book of Dust: La Belle Sauvage (Book of Dust, Volume 1)"
2477,Richard K. Morgan ,Paperback,$10.87,9780345457684,$16.00,375.0,6.1 x 0.9 x 9.2 inches,03/04/03,Del Rey; 1st edition,Altered Carbon (Takeshi Kovacs)
2478,Jeph Loeb and Tim Sale ,Paperback,$16.99,9781401232597,$24.99,384.0,6.6 x 0.6 x 10.2 inches,10/11/11,DC Comics; 1st Edition edition,Batman: The Long Halloween
2479,Jeff VanderMeer ,Paperback,$11.12,9780374104092,$14.00,208.0,5.2 x 0.6 x 7.7 inches,02/04/14,FSG Originals; First Edition edition,Annihilation: A Novel (The Southern Reach Trilogy)
2480,"Neil Gaiman, Chris Bachalo, et al. ",Hardcover,$91.21,9781401287733,$150.00,976.0,7.6 x 2.3 x 11.1 inches,04/02/19,Vertigo,The Sandman Omnibus Vol. 3
2481,Stan Lee and Steve Ditko ,Paperback,$26.33,9780785188346,$34.99,504.0,6.6 x 0.8 x 10.2 inches,10/14/14,Marvel,Amazing Spider-Man Epic Collection: Great Power
2482,Bella Forrest ,Paperback,$11.22,9781726062367,$14.99,404.0,6 x 1 x 9 inches,09/30/18,CreateSpace Independent Publishing Platform,Harley Merlin 2: Harley Merlin and the Mystery Twins (Volume 2)
2483,ALASTAIR REYNOLDS ,Paperback,$13.49,9781250303561,$14.99,176.0,7.8 x 5 x 0.7 inches,03/19/19,Tor.com,Permafrost
2484,J.R.R. Tolkien ,Paperback,$10.92,9780547928203,$13.95,352.0,5.5 x 0.9 x 8.2 inches,09/18/12,Mariner Books; Reprint edition,The Two Towers: Being the Second Part of The Lord of the Rings
2485,Sharon Lee and Steve Miller ,Hardcover,$20.02,9781982124212,$25.00,336.0,6.5 x 9.2 inches,12/03/19,Baen,Accepting the Lance (Liaden Universe®)
2486,Marjorie Liu and Sana Takeda ,Paperback,$11.55,9781534306912,$16.99,152.0,6.6 x 0.6 x 10.1 inches,09/11/18,Image Comics,Monstress Volume 3
2487,"Neil Gaiman, P. Craig Russell, et al. ",Hardcover,$19.49,9781506707303,$29.99,232.0,7 x 0.8 x 10.4 inches,04/23/19,Dark Horse Books,American Gods Volume 2: My Ainsel
2488,Hank Green ,Hardcover,$16.16,9781524743444,$26.00,352.0,6.3 x 1.2 x 9.3 inches,09/25/18,Dutton; 1st Edition edition,An Absolutely Remarkable Thing: A Novel
2489,Charlie Jane Anders ,Hardcover,$17.70,9780765379962,$26.99,368.0,6.4 x 1.2 x 9.8 inches,02/12/19,Tor Books; 1st Edition edition,The City in the Middle of the Night
2490,Aneko Yusagi ,Paperback,$12.56,9781642730180,$13.95,400.0,5 x 1 x 7 inches,10/15/19,One Peace Books,The Rising of the Shield Hero Volume 14
2491,Arkady Martine ,Hardcover,$13.00,9781250186430,$25.99,464.0,5.7 x 1.6 x 8.6 inches,03/26/19,Tor Books,A Memory Called Empire (Teixcalaan)
2492,S. A Chakraborty ,Hardcover,$17.70,9780062678133,$26.99,640.0,6 x 1.6 x 9 inches,01/22/19,Harper Voyager,The Kingdom of Copper: A Novel (The Daevabad Trilogy)
2493,Pierce Brown ,Hardcover,$19.71,9780425285947,$28.99,480.0,6.1 x 1.2 x 9.2 inches,07/09/19,Del Rey,Dark Age: Book 5 of the Red Rising Saga (Red Rising Series)
2494,Ian McEwan ,Hardcover,$17.67,9780385545112,$26.95,352.0,6 x 1.2 x 8.5 inches,04/23/19,Nan A. Talese,Machines Like Me: A Novel
2495,Robert Jordan ,Mass Market Paperback,$23.06,9780812540116,$29.97,,4.2 x 4.9 x 6.9 inches,11/15/97,Tor Books; 1 edition,"The Wheel of Time, Boxed Set II, Books 4-6: The Shadow Rising, The Fires of Heaven, Lord of Chaos"
2496,Kurt Vonnegut ,Paperback,$13.82,9780385334204,$17.00,303.0,5.2 x 0.6 x 8 inches,05/11/99,Dial Press Trade Paperback; 59333rd edition,Breakfast of Champions: A Novel
2497,Diana Gabaldon ,Paperback,$12.23,9780399593437,$18.00,560.0,6.2 x 1.2 x 9.1 inches,08/07/18,Bantam; Reprint edition,Seven Stones to Stand or Fall: A Collection of Outlander Fiction
2498,Yukito Kishiro ,Hardcover,$17.54,9781632366023,$29.99,400.0,7.2 x 1 x 10.3 inches,10/16/18,Kodansha Comics; Deluxe edition,Battle Angel Alita Deluxe Edition 5
2499,Matt Ruff ,Paperback,$8.79,9780062292070,$15.99,400.0,5.3 x 0.9 x 8 inches,02/14/17,Harper Perennial; Reprint edition,Lovecraft Country: A Novel
2500,Naomi Novik ,Paperback,$10.51,9780804179058,$16.00,464.0,5.5 x 1 x 8.2 inches,03/01/16,Del Rey; Reprint edition,Uprooted: A Novel
2501,Various ,Hardcover,$20.39,9781401278878,$29.99,384.0,7.3 x 0.9 x 11.1 inches,04/17/18,DC Comics; Deluxe edition,Action Comics: 80 Years of Superman Deluxe Edition
2502,Paulo Coelho ,Hardcover,$15.29,9780062024329,$22.99,208.0,8.5 x 5.7 x 0.8 inches,11/23/10,HarperOne; Later Printing Used edition,The Alchemist: A Graphic Novel (an illustrated interpretation of The Alchemist)
2503,Jun Eishima and Yoko Taro ,Paperback,$10.39,9781974701841,$14.99,256.0,7.5 x 5 x 7.5 inches,04/09/19,VIZ Media LLC,NieR:Automata: Short Story Long
2504,Simon Stålenhag and Simon Stalenhag ,Hardcover,$33.96,9781624650390,$49.95,128.0,11.2 x 0.8 x 10.1 inches,12/01/15,Design Studio Press,Tales from the Loop
2505,"Haruki Murakami , Jay Rubin , et al. ",Paperback,$16.20,9780307476463,$18.00,1184.0,5.1 x 1.9 x 8 inches,01/22/13,Vintage; Reprint edition,1Q84 (Vintage International)
2506,Exurb1a,Paperback,$14.97,9781983699740,$17.00,352.0,5 x 0.9 x 8 inches,04/05/18,CreateSpace Independent Publishing Platform; 1 edition,The Prince of Milk
2507,Peter S. Beagle ,Paperback,$10.87,9780451450524,$16.00,304.0,5.2 x 0.6 x 8 inches,01/01/91,Ace; Reissue edition,The Last Unicorn
2508,Christopher Priest and Diogenes Neves ,Hardcover,$16.50,9781401285890,$24.99,152.0,6.8 x 0.6 x 10.5 inches,03/19/19,DC Comics,Batman vs. Deathstroke
2509,Seanan McGuire ,Mass Market Paperback,$6.47,9780756411794,$7.99,,4.2 x 1.1 x 6.8 inches,03/05/19,DAW,That Ain't Witchcraft (InCryptid)
2510,Erin Morgenstern ,Hardcover,$26.06,9780385541213,$28.95,512.0,6.1 x 1.3 x 9.2 inches,11/05/19,Doubleday,The Starless Sea: A Novel
2511,Diana Gabaldon ,Paperback,$8.49,9780440217565,$9.99,1059.0,4.2 x 1.9 x 6.9 inches,10/01/94,Dell; Reissue edition,Voyager: A Novel (Outlander)
2512,Marjorie Liu and Sana Takeda ,Paperback,$9.17,9781534300415,$16.99,152.0,6.6 x 0.7 x 10.1 inches,07/11/17,Image Comics,Monstress Volume 2: The Blood
2513,Melanie Scott and DK ,Hardcover,$11.72,9781465479754,$16.99,216.0,7.5 x 9.4 inches,03/12/19,DK Children; New edition,"DC Comics Ultimate Character Guide, New Edition"
2514,Genki Kawamura and Eric Selland ,Hardcover,$12.32,9781250294050,$17.99,176.0,6.1 x 0.8 x 7.6 inches,03/12/19,Flatiron Books,If Cats Disappeared from the World: A Novel
2515,Laura Esquivel ,Paperback,$6.49,9780385420174,$15.95,256.0,5.2 x 0.5 x 8 inches,10/01/95,Anchor; Reprint edition,"Like Water for Chocolate: A Novel in Monthly Installments with Recipes, Romances, and Home Remedies"
2516,Adrian Tchaikovsky ,Paperback,$10.99,9780316452533,$15.99,608.0,6 x 1.2 x 9 inches,05/14/19,Orbit,Children of Ruin (Children of Time)
2517,Paizo Staff ,Hardcover,$17.84,9781640780750,$39.99,160.0,8.3 x 0.6 x 10.9 inches,10/30/18,Paizo Inc.,Starfinder Roleplaying Game: Alien Archive 2 (Starfinder Alien Archive)
